Content ID,Content Type,Category,Reaction Type,Month,Score
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,5,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,8,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,8,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,1,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,intrigued,1,45
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,intrigued,8,45
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,4,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,3,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,5,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,like,6,50
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,heart,4,60
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,want,2,70
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,disgust,3,0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,dislike,6,10
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,scared,2,15
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,8,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,3,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,5,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,5,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,8,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,9,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,indifferent,7,20
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,intrigued,9,45
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,3,50
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,heart,6,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,8,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,5,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,11,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,4,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,9,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,12,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,6,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,5,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,11,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,11,35
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,cherish,7,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,12,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,11,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,8,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,10,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,8,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,3,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,worried,8,12
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,6,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,12,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,6,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,5,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,7,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,11,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,1,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,10,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,8,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,11,72
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,10,15
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,9,5
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,10,20
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,4,12
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,10,60
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,5,60
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,9,70
01ab84dd-6364-4236-abbb-3f237db77180,video,food,scared,5,15
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,11,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,5,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,2,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,1,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,7,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,9,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,2,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,1,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,hate,5,5
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,love,6,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,1,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,10,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,intrigued,12,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,worried,5,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,12,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,5,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,want,1,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,11,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,5,72
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,1,0
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2,0
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,2,10
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,12,10
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,8,15
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,3,15
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,12,15
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2,15
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,11,15
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,6,30
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,12,30
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,10,30
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,peeking,9,35
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,2,70
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,8,70
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,5,5
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2,5
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,10,5
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,love,2,65
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,11,20
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,3,20
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,super love,10,75
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,1,45
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,3,12
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,8,12
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,9,12
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,3,50
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,8,50
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,4,60
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,12,60
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,3,60
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,7,60
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,11,60
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,9,70
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,6,70
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,10,70
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2,70
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,adore,1,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,2,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,7,12
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,2,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,3,70
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,cherish,4,70
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,hate,2,5
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,6,65
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,11,65
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,indifferent,1,20
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,super love,6,75
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,intrigued,11,45
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,worried,1,12
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,like,8,50
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,want,8,70
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,7,72
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,8,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,5,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,2,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,3,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,7,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,3,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,1,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,4,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,11,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,peeking,7,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,peeking,6,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,8,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,4,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,12,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,11,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,love,6,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,7,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,10,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,super love,4,75
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,11,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,3,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,7,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,7,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,11,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,11,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,3,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,10,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,5,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,9,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,7,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,11,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,4,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,5,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,12,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,1,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,7,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,6,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,10,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,disgust,11,0
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,scared,10,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,scared,4,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,cherish,4,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,hate,8,5
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,8,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,12,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,3,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,indifferent,1,20
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,super love,6,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,super love,10,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,7,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,10,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,worried,7,12
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,like,1,50
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,heart,8,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,heart,10,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,want,12,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,adore,8,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,adore,4,72
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,3,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,9,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,10,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,7,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,dislike,8,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,dislike,12,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,scared,3,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,scared,7,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,interested,8,30
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,2,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,5,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,1,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,11,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,8,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,cherish,9,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,cherish,12,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,cherish,3,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,hate,5,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,hate,7,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,hate,4,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,indifferent,1,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,indifferent,9,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,9,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,5,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,7,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,2,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,intrigued,8,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,intrigued,12,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,intrigued,3,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,intrigued,4,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,worried,1,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,worried,5,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,worried,12,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,heart,11,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,heart,1,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,heart,10,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,heart,6,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,want,10,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,want,2,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,want,12,70
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,12,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,1,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,11,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,4,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,10,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,dislike,9,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,dislike,2,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,dislike,5,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,11,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,8,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,1,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,2,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,10,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,interested,10,30
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,peeking,12,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,peeking,8,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,peeking,3,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,peeking,4,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,love,1,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,love,10,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,love,5,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,indifferent,5,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,indifferent,2,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,indifferent,1,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,1,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,10,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,9,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,8,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,2,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,6,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,11,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,intrigued,6,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,intrigued,7,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,intrigued,2,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,intrigued,8,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,worried,10,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,worried,2,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,like,10,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,like,9,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,heart,11,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,heart,12,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,heart,6,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,heart,8,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,adore,2,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,adore,8,72
e6ee2244-9382-49a9-8cbf-fa54aaaa2392,audio,travel,intrigued,3,45
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,disgust,2,0
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,interested,10,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,interested,4,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,cherish,8,70
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,indifferent,6,20
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,worried,6,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,worried,10,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,like,2,50
f332d362-dc48-46c2-a64b-641157c0987e,GIF,soccer,disgust,2,0
f332d362-dc48-46c2-a64b-641157c0987e,GIF,soccer,interested,12,30
f332d362-dc48-46c2-a64b-641157c0987e,GIF,soccer,indifferent,5,20
f332d362-dc48-46c2-a64b-641157c0987e,GIF,soccer,indifferent,2,20
f332d362-dc48-46c2-a64b-641157c0987e,GIF,soccer,want,8,70
f332d362-dc48-46c2-a64b-641157c0987e,GIF,soccer,adore,7,72
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,disgust,6,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,disgust,12,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,dislike,11,10
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,dislike,7,10
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,scared,10,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,scared,1,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,scared,5,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,interested,11,30
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,interested,8,30
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,peeking,5,35
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,cherish,6,70
